project_id,is_geocoded,project_title,start_actual_isodate,end_actual_isodate,donors,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,status,transactions_start_year,transactions_end_year,total_commitments,total_disbursements
P106641,1,Competitiveness and Public Financial Management DPL 2,16/12/2008,31/12/2009,World Bank,DAC,Panama,PAN,151,"Government and civil society, general",Completion,2008,2009,104398580.5,104398580.5
P106703,1,BR Sao Paulo Water Recovery Project - REAGUA,04/05/2010,30/11/2015,World Bank,DAC,Brazil,BRA,140,Water supply and sanitation,Implementation,2010,2015,65874984.17,164677.2473
P146923,1,AF Ghana Social Opportunities Project,27/05/2014,,World Bank,DAC,Ghana,GHA,151|312|160|210,"Forestry|Other social infrastructure and services|Government and civil society, general|Transport and storage",Implementation,2014,2014,50000000,
P107998,1,Second Solid Waste Management,25/11/2008,28/02/2016,World Bank,DAC,Bosnia and Herzegovina,BIH,140,Water supply and sanitation,Implementation,2008,2016,41759432.2,6219422.4
P131775,1,Vietnam Climate Change Development Policy 3,30/06/2014,30/09/2015,World Bank,DAC,Vietnam,VNM,151|311|310|230|140,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture|Government and civil society, general|Energy generation and supply",Implementation,2014,2015,70000000,
P127380,1,Kenya - KTCIP/Additional Financing (RCIP 1),29/03/2012,,World Bank,DAC,Kenya,KEN,240|220,Communications|Banking and financial services,Implementation,2012,2012,54099588.78,
P115563,1,Uganda Health Systems Strengthening Project,25/05/2010,30/06/2017,World Bank,DAC,Uganda,UGA,120|114|160|121,"Post-secondary education|Health, general|Health|Other social infrastructure and services",Implementation,2010,2017,132771285.9,9970230.502
P096711,1,Second Programmatic Private Financial Sector Development,05/03/2009,31/03/2010,World Bank,DAC,Serbia,SRB,151|240,"Banking and financial services|Government and civil society, general",Completion,2009,2010,51748236.55,50496980.53
P083322,1,Sichuan Urban Development Project,07/09/2006,31/12/2013,World Bank,DAC,China,CHN,410|310|160|140|210,"Water supply and sanitation|Other social infrastructure and services|General environmental protection|Transport and storage|Agriculture, forestry, fishing",Completion,2006,2013,197658591.2,177896381
P083459,1,PRSC 3,25/01/2007,30/09/2007,World Bank,DAC,Mozambique,MOZ,120|151|111,"Education, level unspecified|Health|Government and civil society, general",Completion,2007,2007,74699815.06,74429493.5
P117394,1,"Fostering Innovation through Research, Science and Technology (FIRST)",31/05/2013,30/06/2019,World Bank,DAC,Vietnam,VNM,114,Post-secondary education,Implementation,2013,2019,103291384.1,
P007397,1,Community Based Education Project,10/04/2001,31/12/2007,World Bank,DAC,Honduras,HND,151|112,"Government and civil society, general|Basic education",Completion,2001,2007,51851944.03,53050626.08
P003210,1,Social Recovery (02) Project,28/06/1995,31/12/2000,World Bank,DAC,Zambia,ZMB,151|240,"Banking and financial services|Government and civil society, general",Completion,1995,2000,41708982.17,36622635.68
P063081,1,Public Sector Financial Management Reform Support,16/02/2006,01/03/2012,World Bank,DAC,Georgia,GEO,151,"Government and civil society, general",Completion,2006,2012,3294309.854,1271721.463
P115400,1,SIR DPL3,14/05/2009,31/03/2010,World Bank,DAC,Bulgaria,BGR,120|121|160|111,"Other social infrastructure and services|Education, level unspecified|Health|Health, general",Completion,2009,2010,206992946.2,215734081.9
P113113,1,Social Sector Support (Additional Financing),04/05/2010,,World Bank,DAC,Sao Tome and Principe,STP,120|121|160,"Health, general|Health|Other social infrastructure and services",Completion,2010,2010,2144766.926,
P147861,1,Second Rural Investment Project Additional Financing,09/07/2014,,World Bank,DAC,Azerbaijan,AZE,160|210|140,Water supply and sanitation|Other social infrastructure and services|Transport and storage,Implementation,2014,2014,50000000,
P126605,1,Mekong Delta Transport Infrastructure Development Project - Additional Financing,29/01/2013,,World Bank,DAC,Vietnam,VNM,151|210,"Transport and storage|Government and civil society, general",Implementation,2013,2013,161134559.2,
P104393,1,Additional Financing for Rehabilitating Earthquake Affected Communities II,13/02/2007,,World Bank,DAC,Pakistan,PAK,430,Other,Completion,2007,2007,147265349.7,
P083583,1,Cote d'Ivoire: Economic Governance & Recovery Grant (EGRG),01/04/2008,31/12/2008,World Bank,DAC,Cote d'Ivoire,CIV,151|311|230|240,"Banking and financial services|Agriculture|Energy generation and supply|Government and civil society, general",Completion,2008,2008,321547627.9,322309656.3
P130182,1,Education Improvement Project,13/03/2014,30/09/2019,World Bank,DAC,Armenia,ARM,114|111|113|112,"Education, level unspecified|Post-secondary education|Secondary education|Basic education",Implementation,2014,2019,30000000,
P111760,1,Syrdarya Water Supply Project,01/03/2011,31/12/2017,World Bank,DAC,Uzbekistan,UZB,140,Water supply and sanitation,Implementation,2011,2017,88000000,400000.01
P114275,1,Health System Improvement Additional Financing,03/11/2009,,World Bank,DAC,Montenegro,MNE,120|121,"Health, general|Health",Completion,2009,2009,7451746.063,
P131763,1,First Programmatic Development Policy Loan,27/09/2012,31/12/2013,World Bank,DAC,Guatemala,GTM,151|120|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2012,2013,196368743.3,
P057815,1,State Tax Service Modernization Project (APL #1),05/06/2003,29/06/2012,World Bank,DAC,Ukraine,UKR,151,"Government and civil society, general",Completion,2003,2012,48168501.12,40611324.51
P089013,1,Recife Urban Development and Social Inclusion (CAPIBARIBE MELHOR),20/12/2007,31/10/2013,World Bank,DAC,Brazil,BRA,410|160|210|140,Water supply and sanitation|Other social infrastructure and services|General environmental protection|Transport and storage,Completion,2007,2013,34959513.45,8640571.115
P048389,1,Emergency Reintegration and Recovery Project,25/06/1997,31/12/1998,World Bank,DAC,Rwanda,RWA,151,"Government and civil society, general",Completion,1997,1998,67032434.96,66724411.86
P003331,1,Agricultural Services and Management Project,29/05/1998,31/07/2001,World Bank,DAC,Zimbabwe,ZWE,151|114|311|113,"Post-secondary education|Agriculture|Government and civil society, general|Secondary education",Completion,1998,2001,11665911.06,2639471.753
P125022,1,CN: Beijing Rooftop Solar Photovoltaic Scale-Up (Sunshine Schools) Project,20/03/2013,31/12/2019,World Bank,DAC,China,CHN,230,Energy generation and supply,Implementation,2013,2019,123949660.9,
P083311,1,Honduras First Programmatic Financial Sector Development Policy Credit,22/02/2005,30/05/2009,World Bank,DAC,Honduras,HND,151|240,"Banking and financial services|Government and civil society, general",Completion,2005,2009,28339652.64,37692083.79
P143064,1,Liberia: Public Sector Modernization Project,10/02/2014,30/09/2019,World Bank,DAC,Liberia,LBR,151,"Government and civil society, general",Implementation,2014,2019,2000000,
P096262,1,Avian Influenza & Human Pandemic Preparedness & Response APL 2 Project,24/04/2006,31/12/2011,World Bank,DAC,Turkey,TUR,151|120|311|160,"Other social infrastructure and services|Agriculture|Government and civil society, general|Health",Completion,2006,2011,37774752.99,34683294.58
P122247,1,Eighth Poverty Reduction Support Financing,29/11/2011,30/06/2012,World Bank,DAC,Rwanda,RWA,151|114|310|111,"Education, level unspecified|Agriculture, forestry, fishing|Government and civil society, general|Post-secondary education",Completion,2011,2012,125000000,119738808
P073970,1,Global Development Learning Network Project (LIL),28/06/2002,31/07/2009,World Bank,DAC,Indonesia,IDN,114|220,Communications|Post-secondary education,Completion,2002,2009,3270567.455,2152823.931
P043447,1,Private Sector Development Project,16/05/1996,31/10/1999,World Bank,DAC,"Macedonia, former Yugoslav Republic of",MKD,311|240,Banking and financial services|Agriculture,Completion,1996,1999,16371806.56,13550094.52
P083890,1,BD: Economic Management TA Prog. (EMTAP),22/06/2004,31/12/2009,World Bank,DAC,Bangladesh,BGD,151,"Government and civil society, general",Completion,2004,2009,23424704.71,10955002.48
P096840,1,Second Competitiveness & Employment Development Policy Loan,16/12/2008,30/06/2009,World Bank,DAC,Turkey,TUR,151|240,"Banking and financial services|Government and civil society, general",Completion,2008,2009,521992902.5,457654813.5
P101556,1,Electricity Access (Rural) Expansion Project Phase II,03/07/2007,31/12/2014,World Bank,DAC,Ethiopia,ETH,151|230,"Government and civil society, general|Energy generation and supply",Completion,2007,2014,138728228,23411493.67
P082916,1,Public Financial Management Technical Assistance Project,16/06/2005,31/12/2013,World Bank,DAC,Moldova,MDA,151,"Government and civil society, general",Completion,2005,2013,9692161.203,1345577.544
P007131,1,Agricultural Research Project,25/07/1996,31/01/2005,World Bank,DAC,Ecuador,ECU,151|114|311|160,"Other social infrastructure and services|Agriculture|Government and civil society, general|Post-secondary education",Completion,1996,2005,28650661.49,23699981.87
P085433,1,Dominican Republic Social Crisis Response Adjustment Loan,12/02/2004,31/08/2005,World Bank,DAC,Dominican Republic,DOM,151|160|111|120,"Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",Completion,2004,2005,117123523.6,117123523.6
P059477,1,Second Water & Sanitation for Low Income Communities Project,15/06/2000,31/12/2010,World Bank,DAC,Indonesia,IDN,151|120|140|112,"Water supply and sanitation|Health|Government and civil society, general|Basic education",Completion,2000,2010,98892300.19,101610747.8
P074586,1,Structural Adjustment Credit (SAC) (Serbia),29/01/2002,31/08/2002,World Bank,DAC,Serbia,SRB,151|120|230|121,"Health, general|Health|Energy generation and supply|Government and civil society, general",Completion,2002,2002,86067564.61,85563872.63
P098273,1,Local Governance Support Project,15/06/2006,30/09/2011,World Bank,DAC,Bangladesh,BGD,151,"Government and civil society, general",Completion,2006,2011,122438516.2,100625162.6
P084736,1,Public Admin Cpacity Building Project,27/01/2005,30/06/2009,World Bank,DAC,Afghanistan,AFG,151,"Government and civil society, general",Completion,2005,2009,30606824.85,31708611.14
P045264,1,Smallholder Cattle Development Project,22/12/1999,31/12/2005,World Bank,DAC,China,CHN,151|311|321,"Industry|Agriculture|Government and civil society, general",Completion,1999,2005,122048622.8,121980317.9
P077568,1,Third Agreement Amending Development Credit Agreement,10/01/2002,,World Bank,DAC,Cote d'Ivoire,CIV,151|210,"Transport and storage|Government and civil society, general",Completion,2002,2002,14754439.65,
P101852,1,Health Insurance Project,03/07/2007,31/03/2014,World Bank,DAC,Ghana,GHA,151|121|120,"Health, general|Health|Government and civil society, general",Completion,2007,2014,16007103.23,4610379.275
P106468,1,Sao Tome Public and Natural Resource Management Development Policy Grant,10/06/2008,30/06/2010,World Bank,DAC,Sao Tome and Principe,STP,151|322,"Mineral resources and mining|Government and civil society, general",Completion,2008,2010,6263914.83,8111112.216
P099038,1,Additional Financing for Rehabilitating Earthquake Affected Communities,01/12/2005,,World Bank,DAC,Pakistan,PAK,140|430|160|210|113,Water supply and sanitation|Other social infrastructure and services|Other|Transport and storage|Secondary education,Completion,2005,2005,113358610.6,
P040553,1,Municipal Solid Waste Management Project,26/02/1998,31/12/2004,World Bank,DAC,Latvia,LVA,321|230|140,Water supply and sanitation|Industry|Energy generation and supply,Completion,1998,2004,10539090.1,10448214.99
P068792,1,Economic Reform Loan (ERL),18/05/2000,30/04/2004,World Bank,DAC,Turkey,TUR,151|230|310|160|220,"Other social infrastructure and services|Communications|Government and civil society, general|Energy generation and supply|Agriculture, forestry, fishing",Completion,2000,2004,970524434.4,970524434.4
P116651,1,Sustainable Development of Natural Resources - Additional Financing,11/06/2009,,World Bank,DAC,Afghanistan,AFG,322|230,Energy generation and supply|Mineral resources and mining,Completion,2009,2009,10349647.31,
P006564,1,Belo Horizonte Metropolitan Transport Decentralization Project,29/06/1995,30/06/2004,World Bank,DAC,Brazil,BRA,151|210,"Government and civil society, general|Transport and storage",Completion,1995,2004,137639641.2,128078748.1
P067770,1,Sustainable Livelihoods Project,11/06/2002,31/12/2007,World Bank,DAC,Mongolia,MNG,151|311|160|240,"Other social infrastructure and services|Banking and financial services|Agriculture|Government and civil society, general",Completion,2002,2007,23029221.22,27108276.91
P058468,1,Agricultural Services Innovation and Reform,14/09/1999,31/03/2003,World Bank,DAC,Bangladesh,BGD,151|311|321,"Industry|Agriculture|Government and civil society, general",Completion,1999,2003,6526664.322,5225398.992
P008803,1,Energy Efficiency Project,02/05/1995,31/01/2003,World Bank,DAC,Russian Federation,RUS,322|230,Mineral resources and mining|Energy generation and supply,Completion,1995,2003,148066886.7,31561259.84
P074102,1,Decentralization and Community Development Project,15/06/2004,31/12/2010,World Bank,DAC,Rwanda,RWA,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2004,2010,23424704.71,24045587.42
P060499,1,Indigenous and Afro-Peruvian Peoples Development Project,10/02/2000,30/06/2004,World Bank,DAC,Peru,PER,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2000,2004,6388391.485,1200725.663
P102029,1,Nigeria Lagos Urban Transport Project,10/04/2007,,World Bank,DAC,Nigeria,NGA,151|210,"Government and civil society, general|Transport and storage",Completion,2007,2007,53357010.76,
P101243,1,Punjab Education Development Policy Credit - IV,07/06/2007,31/12/2007,World Bank,DAC,Pakistan,PAK,151|111,"Education, level unspecified|Government and civil society, general",Completion,2007,2007,106714021.5,106101801
